Card,Colors,Notes,Image,Image URL
Whirling Dervish,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/9/f/9f1772bc-3330-4a10-9524-5bdcbd50c871.jpg?1562781065,https://cards.scryfall.io/normal/front/9/f/9f1772bc-3330-4a10-9524-5bdcbd50c871.jpg?1562781065
Alpha Authority,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/f/b/fbc42ca6-db90-41d0-8a4b-3217fb2c114c.jpg?1561853464,https://cards.scryfall.io/normal/front/f/b/fbc42ca6-db90-41d0-8a4b-3217fb2c114c.jpg?1561853464
Grounded,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/d/c/dc4982f0-0ede-4846-82c8-bcf7ad63d099.jpg?1592709367,https://cards.scryfall.io/normal/front/d/c/dc4982f0-0ede-4846-82c8-bcf7ad63d099.jpg?1592709367
Angelic Gift,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/5/a/5a2122c0-5fb4-4767-b969-c61bd959d604.jpg?1631585837,https://cards.scryfall.io/normal/front/5/a/5a2122c0-5fb4-4767-b969-c61bd959d604.jpg?1631585837
Vertigo,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/0/a/0a58ac6a-095e-47d7-ba42-56d148e3c6b9.jpg?1562814425,https://cards.scryfall.io/normal/front/0/a/0a58ac6a-095e-47d7-ba42-56d148e3c6b9.jpg?1562814425
Canopy Claws,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/c/4/c4530da2-fd04-40d9-ad69-5c2847921509.jpg?1562631882,https://cards.scryfall.io/normal/front/c/4/c4530da2-fd04-40d9-ad69-5c2847921509.jpg?1562631882
Rush of Adrenaline,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/d/0/d0def54b-9f0a-4ab1-9df9-25506a06350c.jpg?1576384878,https://cards.scryfall.io/normal/front/d/0/d0def54b-9f0a-4ab1-9df9-25506a06350c.jpg?1576384878
Imposing Visage,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/2/4/24a256b0-e25b-43c6-9f7a-2ad76b268d22.jpg?1562589696,https://cards.scryfall.io/normal/front/2/4/24a256b0-e25b-43c6-9f7a-2ad76b268d22.jpg?1562589696
Dual-Sun Technique,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/f/8/f8931132-391f-4f16-b480-0a245ab2ec21.jpg?1752946606,https://cards.scryfall.io/normal/front/f/8/f8931132-391f-4f16-b480-0a245ab2ec21.jpg?1752946606
Coat with Venom,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/8/c/8cc8e012-7043-405c-b6cd-b3b38f8a8d54.jpg?1562789651,https://cards.scryfall.io/normal/front/8/c/8cc8e012-7043-405c-b6cd-b3b38f8a8d54.jpg?1562789651
Spectacular Pileup,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/2/a24a6309-0e69-45f0-a9ff-44d4997e7e4d.jpg?1738356171,https://cards.scryfall.io/normal/front/a/2/a24a6309-0e69-45f0-a9ff-44d4997e7e4d.jpg?1738356171
Guard Duty,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/5/8/584687fd-59e1-46cb-aca2-3104349407d9.jpg?1562849345,https://cards.scryfall.io/normal/front/5/8/584687fd-59e1-46cb-aca2-3104349407d9.jpg?1562849345
Repentant Blacksmith,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/b/0/b0bd3587-301e-49ea-a589-1091c880145b.jpg?1562593292,https://cards.scryfall.io/normal/front/b/0/b0bd3587-301e-49ea-a589-1091c880145b.jpg?1562593292
Lifelink,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/8/a8e207d4-9930-4aff-a7c8-b53bd1b5d566.jpg?1562654524,https://cards.scryfall.io/normal/front/a/8/a8e207d4-9930-4aff-a7c8-b53bd1b5d566.jpg?1562654524
Alien Symbiosis,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/4/9/49d66297-722b-4f3a-83cd-e4a21e5b8034.jpg?1780918890,https://cards.scryfall.io/normal/front/4/9/49d66297-722b-4f3a-83cd-e4a21e5b8034.jpg?1780918890
Karoo Meerkat,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/6/16396594-4f59-4600-8e39-d99544062265.jpg?1562718293,https://cards.scryfall.io/normal/front/1/6/16396594-4f59-4600-8e39-d99544062265.jpg?1562718293
Instill Energy,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/a/7/a7d5d27f-759f-4e99-8ac4-e4b40865d557.jpg?1562934789,https://cards.scryfall.io/normal/front/a/7/a7d5d27f-759f-4e99-8ac4-e4b40865d557.jpg?1562934789
Stamina,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/e/d/ed8abca3-6e31-49cd-b9bf-86ad68e1cc83.jpg?1562383973,https://cards.scryfall.io/normal/front/e/d/ed8abca3-6e31-49cd-b9bf-86ad68e1cc83.jpg?1562383973
Spectral Lynx,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/1/f/1fa545eb-aa45-4085-8472-676f5d5e1c48.jpg?1675199043,https://cards.scryfall.io/normal/front/1/f/1fa545eb-aa45-4085-8472-676f5d5e1c48.jpg?1675199043
High Stride,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/0/9/09c8cf4b-8e65-4a1c-b458-28b5ab56b390.jpg?1721426829,https://cards.scryfall.io/normal/front/0/9/09c8cf4b-8e65-4a1c-b458-28b5ab56b390.jpg?1721426829
Acrobatic Leap,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/8/a8b4bc34-cc8d-41d0-88ee-f40ec95cc0b8.jpg?1764118737,https://cards.scryfall.io/normal/front/a/8/a8b4bc34-cc8d-41d0-88ee-f40ec95cc0b8.jpg?1764118737
Hope Charm,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/1/a1a8980f-07ab-49b7-b83d-f394952ced57.jpg?1562278163,https://cards.scryfall.io/normal/front/a/1/a1a8980f-07ab-49b7-b83d-f394952ced57.jpg?1562278163
Knight of Infamy,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/9/e/9e339853-5b6b-47b7-8d88-e9d3befb803f.jpg?1562557774,https://cards.scryfall.io/normal/front/9/e/9e339853-5b6b-47b7-8d88-e9d3befb803f.jpg?1562557774
Mortal's Ardor,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/5/75743f66-fd2d-47e7-b56f-1c95311d09c2.jpg?1562840242,https://cards.scryfall.io/normal/front/7/5/75743f66-fd2d-47e7-b56f-1c95311d09c2.jpg?1562840242
Vampire's Bite,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/5/7/57003079-3d0f-48fe-8fc1-94d38a94d1a8.jpg?1592714298,https://cards.scryfall.io/normal/front/5/7/57003079-3d0f-48fe-8fc1-94d38a94d1a8.jpg?1592714298
Unchained Berserker,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/d/b/db5879c5-4b0a-42fa-a44f-580e0221a32b.jpg?1592517145,https://cards.scryfall.io/normal/front/d/b/db5879c5-4b0a-42fa-a44f-580e0221a32b.jpg?1592517145
Flight,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/1/5/15316953-dcb2-4428-b90a-c90d3d4c45f3.jpg?1562633465,https://cards.scryfall.io/normal/front/1/5/15316953-dcb2-4428-b90a-c90d3d4c45f3.jpg?1562633465
Coming In Hot,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/f/4f6eb966-67af-4b18-8899-4a99a5179aa3.jpg?1682204111,https://cards.scryfall.io/normal/front/4/f/4f6eb966-67af-4b18-8899-4a99a5179aa3.jpg?1682204111
Whip Silk,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/0/10566804-fd15-4ef0-ad7d-cc979f4cc8c5.jpg?1562898296,https://cards.scryfall.io/normal/front/1/0/10566804-fd15-4ef0-ad7d-cc979f4cc8c5.jpg?1562898296
Assault Strobe,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/9/b/9b505c78-5dbd-483d-92bb-5144060e962f.jpg?1758104087,https://cards.scryfall.io/normal/front/9/b/9b505c78-5dbd-483d-92bb-5144060e962f.jpg?1758104087
Sky Tether,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/e/c/ec7b4430-95c0-424b-a365-4ae467bb303d.jpg?1600697338,https://cards.scryfall.io/normal/front/e/c/ec7b4430-95c0-424b-a365-4ae467bb303d.jpg?1600697338
Animate Wall,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/0/f/0fa5725c-fcf8-4f84-9093-75b454b4755f.jpg?1559592403,https://cards.scryfall.io/normal/front/0/f/0fa5725c-fcf8-4f84-9093-75b454b4755f.jpg?1559592403
Vigilance,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/d/2/d24dc353-abc9-430a-a7f5-5da3b38cd411.jpg?1562764665,https://cards.scryfall.io/normal/front/d/2/d24dc353-abc9-430a-a7f5-5da3b38cd411.jpg?1562764665
Stasis Field,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/3/8/38211d78-ebac-4150-ac11-7613a0e9e1bc.jpg?1682203438,https://cards.scryfall.io/normal/front/3/8/38211d78-ebac-4150-ac11-7613a0e9e1bc.jpg?1682203438
Phyrexian Crusader,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/3/2/32aaa8b9-987b-4809-8a54-aa29bdc18805.jpg?1562610492,https://cards.scryfall.io/normal/front/3/2/32aaa8b9-987b-4809-8a54-aa29bdc18805.jpg?1562610492
Vulshok Refugee,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/0/b/0b1615ec-21b3-4575-8b02-fd2bccb930ba.jpg?1562875466,https://cards.scryfall.io/normal/front/0/b/0b1615ec-21b3-4575-8b02-fd2bccb930ba.jpg?1562875466
Withstand Death,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/b/0/b059cca0-2373-428b-a3a6-c8be5523c96f.jpg?1562821851,https://cards.scryfall.io/normal/front/b/0/b059cca0-2373-428b-a3a6-c8be5523c96f.jpg?1562821851
Sejiri Steppe,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/d/4/d45b0ed8-8692-4fa7-b32c-30d29028da3d.jpg?1562939913,https://cards.scryfall.io/normal/front/d/4/d45b0ed8-8692-4fa7-b32c-30d29028da3d.jpg?1562939913
Death Speakers,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/d/d/dd4e2d4c-7674-416e-9111-e4fbdd9240f6.jpg?1559592537,https://cards.scryfall.io/normal/front/d/d/dd4e2d4c-7674-416e-9111-e4fbdd9240f6.jpg?1559592537
Hymn to Tourach,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/3/f/3faa8c5e-9e1b-4cee-b322-a033bf33dcbc.jpg?1580014264,https://cards.scryfall.io/normal/front/3/f/3faa8c5e-9e1b-4cee-b322-a033bf33dcbc.jpg?1580014264
Delirium Skeins,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/6/4/64b0d9e7-4a0f-4f07-99ae-31c3c9f0037a.jpg?1593813247,https://cards.scryfall.io/normal/front/6/4/64b0d9e7-4a0f-4f07-99ae-31c3c9f0037a.jpg?1593813247
Ajani's Welcome,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/c/9/c9045fcb-b633-4c35-8058-6234311551ae.jpg?1562304330,https://cards.scryfall.io/normal/front/c/9/c9045fcb-b633-4c35-8058-6234311551ae.jpg?1562304330
Flood,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/2/a/2aefbeae-ac72-4a13-8898-8d1e42a633a6.jpg?1562590147,https://cards.scryfall.io/normal/front/2/a/2aefbeae-ac72-4a13-8898-8d1e42a633a6.jpg?1562590147
Goblin Assault,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/7/473fb06e-5c71-4370-a5d7-7753d84d0fd6.jpg?1593813462,https://cards.scryfall.io/normal/front/4/7/473fb06e-5c71-4370-a5d7-7753d84d0fd6.jpg?1593813462
Fog,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/b/b/bbc3152e-7b3b-4ac6-8b33-abfebde216aa.jpg?1709444479,https://cards.scryfall.io/normal/front/b/b/bbc3152e-7b3b-4ac6-8b33-abfebde216aa.jpg?1709444479
Gideon's Lawkeeper,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/5/757d58fc-cf26-4095-9616-a47e9501cc0d.jpg?1592765325,https://cards.scryfall.io/normal/front/7/5/757d58fc-cf26-4095-9616-a47e9501cc0d.jpg?1592765325
Leaf Arrow,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/2/d/2d531ba4-df99-41e4-9dd3-a27a420ad63c.jpg?1562702412,https://cards.scryfall.io/normal/front/2/d/2d531ba4-df99-41e4-9dd3-a27a420ad63c.jpg?1562702412
Dispel,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/b/c/bceab6b3-6b64-4964-a501-ce806a6c13ad.jpg?1562939587,https://cards.scryfall.io/normal/front/b/c/bceab6b3-6b64-4964-a501-ce806a6c13ad.jpg?1562939587
Electrostatic Bolt,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/c/4/c455c8d4-6f20-4dcb-8e82-c2bb70d6bc3e.jpg?1562157233,https://cards.scryfall.io/normal/front/c/4/c455c8d4-6f20-4dcb-8e82-c2bb70d6bc3e.jpg?1562157233
Avoid Fate,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/0/4/04c9f48d-2213-4f95-8eac-b23bd2d95e34.jpg?1562770937,https://cards.scryfall.io/normal/front/0/4/04c9f48d-2213-4f95-8eac-b23bd2d95e34.jpg?1562770937
Ripples of Undeath,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/a/2/a201d1bc-e3fe-4f59-bd48-3683996ac308.jpg?1717012070,https://cards.scryfall.io/normal/front/a/2/a201d1bc-e3fe-4f59-bd48-3683996ac308.jpg?1717012070
Burning Inquiry,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/a/4/a448bc9e-f5db-4507-ac40-7d8ee3598585.jpg?1561990726,https://cards.scryfall.io/normal/front/a/4/a448bc9e-f5db-4507-ac40-7d8ee3598585.jpg?1561990726
Stillness in Motion,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/a/6/a6289251-17e4-4987-96b9-2fb1a8f90e2a.jpg?1743697642,https://cards.scryfall.io/normal/front/a/6/a6289251-17e4-4987-96b9-2fb1a8f90e2a.jpg?1743697642
Molten Influence,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/4/c/4c2b326b-d177-4a03-a0a3-fe2c2d4af272.jpg?1562908953,https://cards.scryfall.io/normal/front/4/c/4c2b326b-d177-4a03-a0a3-fe2c2d4af272.jpg?1562908953
Awakening Zone,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/1/3/13724768-83d3-4da2-82d7-35787c4f9877.jpg?1775941432,https://cards.scryfall.io/normal/front/1/3/13724768-83d3-4da2-82d7-35787c4f9877.jpg?1775941432
Say Its Name,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/9/4/94c58683-b5f2-4863-9562-6f6be1ec21fe.jpg?1726286600,https://cards.scryfall.io/normal/front/9/4/94c58683-b5f2-4863-9562-6f6be1ec21fe.jpg?1726286600
Tremble,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/7/e/7e1dc36f-3fdd-42cf-9d3a-695f4bf60c68.jpg?1562918330,https://cards.scryfall.io/normal/front/7/e/7e1dc36f-3fdd-42cf-9d3a-695f4bf60c68.jpg?1562918330
Bitterblossom,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/b/9/b9640cbf-b016-410e-9eff-e8924883517b.jpg?1673147456,https://cards.scryfall.io/normal/front/b/9/b9640cbf-b016-410e-9eff-e8924883517b.jpg?1673147456
Minions' Murmurs,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/0/c/0c42fded-49e8-4c69-8ade-ba5e76e44b45.jpg?1619395708,https://cards.scryfall.io/normal/front/0/c/0c42fded-49e8-4c69-8ade-ba5e76e44b45.jpg?1619395708
Holy Day,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/f/3/f3895c0c-0db8-4962-b386-57887fb60701.jpg?1562557717,https://cards.scryfall.io/normal/front/f/3/f3895c0c-0db8-4962-b386-57887fb60701.jpg?1562557717
Skrelv's Hive,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/f/f/ffbd77ec-fc81-41d5-934f-c3dd844cb053.jpg?1675956934,https://cards.scryfall.io/normal/front/f/f/ffbd77ec-fc81-41d5-934f-c3dd844cb053.jpg?1675956934
Return of the Wildspeaker,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/2/f/2fa1dac5-51ba-403e-b48b-d2c0d23a8146.jpg?1767731248,https://cards.scryfall.io/normal/front/2/f/2fa1dac5-51ba-403e-b48b-d2c0d23a8146.jpg?1767731248
Deathgreeter,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/5/6/561b8539-cb84-42f0-97f2-2c94839777e3.jpg?1562915173,https://cards.scryfall.io/normal/front/5/6/561b8539-cb84-42f0-97f2-2c94839777e3.jpg?1562915173
Quickchange,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/3/f/3f90c1a1-679d-45c5-a1d4-53dad05e45fa.jpg?1598914417,https://cards.scryfall.io/normal/front/3/f/3f90c1a1-679d-45c5-a1d4-53dad05e45fa.jpg?1598914417
Forced Worship,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/a/a/aa4004b7-89b6-43f5-8d6e-13db1b08f3b8.jpg?1600716947,https://cards.scryfall.io/normal/front/a/a/aa4004b7-89b6-43f5-8d6e-13db1b08f3b8.jpg?1600716947
Armageddon,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/7/77f1f6ac-983f-4f3e-8906-47f774e8367b.jpg?1776717726,https://cards.scryfall.io/normal/front/7/7/77f1f6ac-983f-4f3e-8906-47f774e8367b.jpg?1776717726
Reanimate,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.jpg?1738000013,https://cards.scryfall.io/normal/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.jpg?1738000013
Gruesome Fate,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/6/1/611e1c69-1343-48ad-a669-8ccd1c1efe24.jpg?1592764952,https://cards.scryfall.io/normal/front/6/1/611e1c69-1343-48ad-a669-8ccd1c1efe24.jpg?1592764952
Night's Whisper,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/1/e/1ed2b60b-5f20-4ae6-93fb-51540ad9c9e7.jpg?1781100255,https://cards.scryfall.io/normal/front/1/e/1ed2b60b-5f20-4ae6-93fb-51540ad9c9e7.jpg?1781100255
Force Spike,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/9/7/97a6c6c9-dd26-4ce7-850f-0b3fc49245bd.jpg?1758104077,https://cards.scryfall.io/normal/front/9/7/97a6c6c9-dd26-4ce7-850f-0b3fc49245bd.jpg?1758104077
Tonberry,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/1/a/1a9b8723-4383-4c14-b24d-52863af8703d.jpg?1748706219,https://cards.scryfall.io/normal/front/1/a/1a9b8723-4383-4c14-b24d-52863af8703d.jpg?1748706219
Tidal Flats,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),,https://cards.scryfall.io/normal/front/2/e/2e820f3f-434e-4d09-91b9-0ebd6966b393.jpg?1562903557,https://cards.scryfall.io/normal/front/2/e/2e820f3f-434e-4d09-91b9-0ebd6966b393.jpg?1562903557
Pedal to the Metal,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/7/5/75d07295-78b7-4f90-82c7-e7a639db9993.jpg?1738356450,https://cards.scryfall.io/normal/front/7/5/75d07295-78b7-4f90-82c7-e7a639db9993.jpg?1738356450
Radjan Spirit,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/0/3/03701cfd-4343-4ba0-a0b9-32db69acde6c.jpg?1562895848,https://cards.scryfall.io/normal/front/0/3/03701cfd-4343-4ba0-a0b9-32db69acde6c.jpg?1562895848
Ambush,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/b/7/b7dd8623-b64a-4b47-a69d-ed62d44596fb.jpg?1562588233,https://cards.scryfall.io/normal/front/b/7/b7dd8623-b64a-4b47-a69d-ed62d44596fb.jpg?1562588233
Battle Brawler,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/7/c/7c9b5baf-6163-48a9-b58d-195edfeb437d.jpg?1562826854,https://cards.scryfall.io/normal/front/7/c/7c9b5baf-6163-48a9-b58d-195edfeb437d.jpg?1562826854
Ember Weaver,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/b/3/b3215b51-01df-4670-994d-b4d7a57b80f8.jpg?1562439787,https://cards.scryfall.io/normal/front/b/3/b3215b51-01df-4670-994d-b4d7a57b80f8.jpg?1562439787
Duelist's Heritage,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/4/5/45834bc6-be8d-4064-930d-efc73cf3c64d.jpg?1764118750,https://cards.scryfall.io/normal/front/4/5/45834bc6-be8d-4064-930d-efc73cf3c64d.jpg?1764118750
Dhund Operative,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),,https://cards.scryfall.io/normal/front/e/0/e0efe5b1-c515-4642-aca2-3eba68fe63ff.jpg?1608909666,https://cards.scryfall.io/normal/front/e/0/e0efe5b1-c515-4642-aca2-3eba68fe63ff.jpg?1608909666
Knife,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),,https://cards.scryfall.io/normal/front/b/6/b6883788-e1ee-4ddd-add2-24d6bc367717.jpg?1706241889,https://cards.scryfall.io/normal/front/b/6/b6883788-e1ee-4ddd-add2-24d6bc367717.jpg?1706241889
Root Spider,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),,https://cards.scryfall.io/normal/front/4/0/407d67b0-d496-401b-8844-8e3ea2fd2046.jpg?1562587262,https://cards.scryfall.io/normal/front/4/0/407d67b0-d496-401b-8844-8e3ea2fd2046.jpg?1562587262
Saberclaw Golem,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),,https://cards.scryfall.io/normal/front/6/6/6656b6d1-1c92-4da4-8afb-36f11610b0b4.jpg?1562818468,https://cards.scryfall.io/normal/front/6/6/6656b6d1-1c92-4da4-8afb-36f11610b0b4.jpg?1562818468
Imperial Lancer,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),,https://cards.scryfall.io/normal/front/7/e/7ed3784a-2dc0-4626-aa6a-268c1e2ac83c.jpg?1562558846,https://cards.scryfall.io/normal/front/7/e/7ed3784a-2dc0-4626-aa6a-268c1e2ac83c.jpg?1562558846
